,Target Gene Symbol,Category,z_scored_avg_lfc_A549_Zim3,z_scored_avg_lfc_A549_Kox1,z_scored_avg_lfc_HCT116_Zim3,z_scored_avg_lfc_HCT116_Kox1
19,SNUPN,Essential,-2.640572048224148,-2.180906732577693,-1.8399001856970805,-1.8686776207260454
20,UMPS,Essential,-0.24526070305001235,-0.259044021825307,-1.9257381535194882,-2.7203605936311517
21,PGK2,Non-essential,0.1457447281082239,0.1157121093577923,-0.10122194441073483,-0.12363132187372705
22,SLC39A7,Essential,-1.8176843417372774,-1.2605897780136701,-1.2885301750753029,-1.419573716475555
23,E4F1,Essential,-1.7028457481217378,-1.3006256071136175,-1.2608262452994783,-1.3845232225641932
24,MCM4,Essential,-1.8369280144547069,-1.46633112129137,-1.6186916156212332,-1.965537878086763
25,LUZP4,Non-essential,-0.021172993875343653,-0.012484842619600728,-0.2701968212137653,-0.28078178571815043
26,SYS1,Essential,-0.2143686724127956,-0.18433370077618919,-0.36562760595396493,-0.45490420085581706
27,MMP27,Non-essential,0.06338676498474537,0.03735797679894579,-0.1989880556263405,-0.12936983859085036
28,CCT7,Essential,-2.5837977015653264,-2.1089546512438315,-2.6266715383985066,-2.828906971627794
29,RPP21,Essential,-1.4834053096387427,-1.083217629060393,-1.1036768847603216,-1.250363669054207
30,RNF113A,Essential,-2.962029382708415,-2.1451032372073424,-6.875294997541593,-7.792039402700005
31,SNRPF,Essential,-2.5397523179472126,-2.0604059578354974,-2.182245716824634,-2.397046078212322
32,SERPINB12,Non-essential,0.03538293432265766,-0.04612844443135248,-0.084457315691842,-0.06357944930820983
33,LARS1,Essential,-1.8939134435542198,-1.5744106551496755,-3.115087783162128,-3.3224194227128625
34,SNRNP70,Essential,-1.5661286267815309,-1.1713729954417835,-1.4656048767798409,-1.5143630898833103
35,PSMD1,Essential,-1.5461817300232545,-1.030314019769179,-1.981281638950189,-2.1567440355651764
36,SRSF2,Essential,-0.6296198606189547,-0.5861962285749984,-0.585000105951893,-0.7474071514220793
37,PRSS33,Non-essential,-0.20181440948142312,-0.1349053993943136,-0.6264227123315367,-0.6982596727295838
38,ELP6,Essential,-1.3520564810794686,-1.0547738068816226,-1.7890830243904472,-2.021498904244597
39,OR2D2,Non-essential,0.1897282083849056,0.15151256787088138,0.0636510263746618,0.13890070700340698
40,MARS1,Essential,-0.9833505096962039,-0.7001013233163503,-1.8617681040388427,-1.8676371791883493
41,IFNA4,Non-essential,0.30455247978112215,0.2015627061356666,0.22363809349379704,0.24085947837887092
42,IFNA16,Non-essential,-0.05545039950325317,0.10004926130803751,-0.024441274557382077,-0.07167703473951849
43,BPY2,Non-essential,0.00014032416058980127,-0.03508813009563163,-0.16938573488627873,-0.14936258954959955
44,ATP6V1G3,Non-essential,0.17048221119584075,0.011344313525764448,0.10723755661150515,0.1755731471134739
45,SPATA31D1,Non-essential,0.21765075174439516,0.13640764433099622,0.0954786931501711,-0.025193057480652977
46,GMPPB,Essential,-2.3808174944383276,-1.9777256430082624,-0.9282759778665751,-0.9390185085059234
47,CTRB1,Non-essential,-0.004283810927354488,-0.13041931457792882,-0.38448242291433055,-0.3651013886144253
48,EIF3M,Essential,-3.517150738548578,-3.0392465838037293,-2.299828865436159,-2.416816479291857
49,NAPA,Essential,-0.7579011658552951,-0.48016527456156066,-2.601390222234128,-2.745922335910852
50,KDSR,Essential,-0.29781103767007566,-0.31484001593131666,-0.4207211256327703,-0.475420277172043
51,TMPRSS11A,Non-essential,0.03383351181151117,0.05075464999442667,-0.27791488391886515,-0.10323078052073714
52,OR7G2,Non-essential,-0.06839797184381281,-0.05405781872765568,-0.13829336819651153,-0.2450330279201259
53,KIF11,Essential,-3.9242436881685285,-3.3606970438060833,-4.179856519423039,-4.6678967958675415
54,OR5T2,Non-essential,0.06845607989839533,0.005349148394981545,-0.12960441334240339,0.17649672471929675
55,SLCO6A1,Non-essential,-0.17143937799309344,-0.10132448049193934,-0.2215695638007177,-0.2719776463349407
56,RNF168,Essential,-0.5844276331973609,-0.38300295505856063,-0.10612993419582474,-0.3077184839607077
57,EXOSC1,Essential,-0.6082522061388936,-0.5469969681295432,-1.517647694719196,-1.737218074189746
58,OR52E8,Non-essential,0.08191120011457188,0.10276532319391904,0.20294040946052175,0.12047093329320455
59,MAK16,Essential,-4.438024663454477,-3.8415724795325037,-4.935555608313633,-5.498170771533263
60,OGT,Essential,-4.146512833994698,-3.2937711782609234,-3.160426406987682,-3.3640662732343123
61,POLR1H,Essential,-2.2618642181757727,-1.8739594763001048,-3.920847187451156,-4.287717050207904
62,GKN2,Non-essential,0.20595262891814423,0.030179095807079687,-0.024411695474507826,0.07570865403556143
63,TMEM199,Essential,-0.1648507170173321,-0.14018936623233827,-0.22383176330068416,-0.2937010715699737
64,SPRR4,Non-essential,0.06001717651319673,-0.06098139926443792,-0.2470478934443911,-0.12839593839189364
65,C10orf53,Non-essential,-0.10756698731823278,-0.02223203024061429,-0.2457074186905442,-0.2637194046641082
66,SPC25,Essential,-5.374300524770653,-4.792580529191644,-4.923081542303413,-4.885986789833702
67,F13B,Non-essential,0.20011305788235292,0.01318858053110689,0.08368584561182096,0.06192072995143448
68,RBM46,Non-essential,-0.1342817272947981,-0.14814479230854552,-0.22574455233059632,-0.3352862220458735
69,DNLZ,Essential,-0.22490526474912198,-0.0741980507857144,-0.41961797063502587,-0.5034969152119531
70,OR11A1,Non-essential,0.23941802050041422,0.11003594868318992,0.0072752240407228256,0.026551225475870233
71,GEMIN5,Essential,-3.2523076586252415,-2.705675780016698,-3.842581548020334,-4.361320535283298
72,CCL1,Non-essential,0.037726094555158074,-0.0596208480205068,-0.04537867931452938,-0.11602354760749307
73,DNM2,Essential,-0.5869741426287235,-0.5290608602303914,-1.675188913635328,-2.168674112735751
74,ATP6V0B,Essential,-1.2578404109323023,-1.010313830635377,-0.8982636087362248,-1.2190551145723014
75,RNASE8,Non-essential,0.007260814178629029,-0.10693219463830293,-0.1024415577664961,-0.11400647294750953
76,GARIN3,Non-essential,0.11531753037531756,0.029491401669200685,-0.13496565547403513,-0.02885399984965146
77,BRIX1,Essential,-1.5483415906229963,-1.167635562384946,-1.3178860398318937,-1.633093019012517
78,LIAS,Essential,-5.266573455678673,-4.705432680295226,-3.6871793920337526,-3.954972409465995
79,TAS2R50,Non-essential,0.06417960524005817,0.08501764096896841,-0.21306820119389086,-0.07448922033946516
80,CYP2A13,Non-essential,0.1458672381890987,0.06571664168920555,-0.16695674590461193,-0.17462923349597637
81,OR1G1,Non-essential,0.14276555719854217,0.1502298890490159,-0.007400328841383632,-0.017683228393540053
82,CNOT3,Essential,-2.330480663789054,-1.9169074855521748,-2.3519485317662148,-2.5715396923176868
83,GPX5,Non-essential,0.20266500164701873,0.07957510797614097,0.08237472865083746,0.041513491501316425
84,OR2T12,Non-essential,0.07824222989183352,0.10837750290747414,0.06783573262128033,0.013804266230711798
85,KASH5,Non-essential,-0.006723753773544681,0.10621718154085465,-0.09836811651707797,-0.1122319956885166
86,AURKB,Essential,-5.9823662766117955,-5.138737352403127,-5.929858852511882,-6.559713653321461
87,ATP6V1H,Essential,-1.4434629945575383,-1.0300647316646803,-1.1491901361410575,-1.3822154147842087
88,ANKRD49,Essential,-2.050162511413022,-1.5331578155236003,-4.6369553217040735,-5.207664332982088
89,BUD13,Essential,-2.536812516748753,-1.95382569506877,-2.7852797873098036,-3.030353124130258
90,PUF60,Essential,-1.4308788056671045,-0.9379197408490016,-1.8956144083429676,-2.031637879135776
91,TLX1,Non-essential,-0.19261593612307903,-0.26344256538008354,-0.2939518865050347,-0.4075262071984312
92,PRAMEF1,Non-essential,0.060428036730389864,0.09515633623488799,-0.20748256588272196,-0.2062434401029158
93,POLR2B,Essential,-3.557177910841197,-3.1350164278413883,-3.063720354149866,-3.5528483411944407
94,METTL17,Essential,-1.362726635587926,-0.976459690636622,-1.1482625251465004,-1.4739952856957879
95,NOP2,Essential,-6.35860457909461,-5.685543643754927,-5.752210311166924,-6.196367417353426
96,MED19,Essential,-0.4646983681781999,-0.27554562098365487,-1.1683682276146239,-1.1914065084987537
97,INTS8,Essential,-1.5913800750839873,-1.2949685691863895,-2.345198978910856,-2.5102406011475455
98,RPE65,Non-essential,0.12913721309892645,0.05322582884800971,-0.0005282217630936587,-0.0509801051272045
99,DSN1,Essential,-0.6933398740017739,-0.5028455505650435,-2.187639652637855,-2.3409193187458546
100,CEBPE,Essential,-0.23977298295254584,-0.20907141292784512,-0.4515141995191531,-0.44523327409384167
101,SNRPB,Essential,-3.0585948467634667,-2.4416404377405545,-2.6916848275493943,-2.987793972959689
102,GPR32,Non-essential,0.15755815640502913,0.07194579920740435,-0.042462890872993375,-0.053214729014941654
103,OOSP2,Non-essential,0.08589801497861727,-0.07695183715089057,-0.012803292271539738,0.08741807318987706
104,SLC7A6OS,Essential,-0.794377612129373,-0.4385626115281756,-1.3336653895613897,-1.5812050922878236
105,TBCE,Essential,-2.180565323598829,-1.836564358809719,-2.5086842364452786,-2.6272604258610195
106,KNL1,Essential,-2.5854975870330827,-2.0612663658666346,-2.1260492039904464,-2.3301195224477023
107,DNTTIP2,Essential,-5.0206124786637645,-4.3822112741861865,-3.986309879887021,-4.34183817813657
108,KRT36,Non-essential,0.03149941320799069,0.003916598419507121,-0.05677098029621516,-0.10920988072433258
109,GCN1,Essential,-1.4171593576766734,-1.2372157732334421,-0.4741060968474755,-0.46476102842213607
110,NUP214,Essential,-1.3088534653613972,-0.9231191000141576,-3.0329240476650927,-3.415643879240465
111,ZIM3,Non-essential,-0.018511098881172233,0.006437670547072466,-0.0847538694228043,0.011593765134282757
112,INTS14,Essential,-1.06589873206704,-0.8952332330950525,-1.2049414754862142,-1.4157581943167954
113,NANOS2,Non-essential,-0.12849388611789236,-0.08678089541344743,-0.01304511915785176,-0.12726258084810652
114,MRPS10,Essential,-0.8655361332687274,-0.6431030901457067,-0.7373872417820035,-0.9047820395237887
115,LHX5,Non-essential,-0.07628254750456079,-0.1017104018732767,-0.40234602604927827,-0.5163336113299362
116,RDH8,Non-essential,-0.04386221946476764,-0.11274726792998277,-0.3511897458985306,-0.4519554853637808
117,SPCS3,Essential,-0.3767922498225605,-0.2518874921048706,-1.1642459898010815,-1.2435692752857714
118,TOP2A,Essential,-3.4698087984033252,-3.179579442696397,-4.620646293586113,-4.973753693231102
119,MT1B,Non-essential,-0.019107510790680658,-0.011663625417589836,-0.10664717549218836,-0.20322332912502533
120,POLR1F,Essential,-2.2819236326248196,-1.888139503063403,-3.011256141065291,-3.015424344350712
121,OR52A1,Non-essential,0.2015303202849535,0.061138816903303216,-0.016847490829241966,0.0996923763392783
122,IFNW1,Non-essential,0.23872972997957612,0.13034943763074905,-0.06457097775058332,-0.08259938288880993
123,ARGLU1,Essential,-0.8119014648046592,-0.7148960013039775,-1.115074328498964,-1.3017214550369691
124,OPN5,Non-essential,0.16694818530641728,0.07249839276051802,0.07392024980145198,0.10157009658148912
125,OR5T3,Non-essential,-0.05198365786166203,0.03481340657691532,0.005214969308944293,-0.06508420213815103
126,FOXB1,Non-essential,-0.011515125332843849,-0.07714500167611038,-0.17828938797369928,-0.21300343052516882
127,INTS2,Essential,-3.7467380034818034,-3.205372847267892,-4.441091267049062,-4.97542537360942
128,DAZ1,Non-essential,-0.010846293670756886,-0.049236409877583355,-0.1375885228169242,-0.2206891098731884
129,QRSL1,Essential,-0.6402216369640336,-0.4465296579439522,-1.0225658316991681,-1.1526752073744357
130,CATSPER4,Non-essential,-0.0635659300537309,-0.04797838728280416,-0.19998669478544567,-0.33057098899874837
131,PSMC4,Essential,-1.117288162525855,-0.7856227247887991,-1.2013151937008442,-1.315041542382707
132,POP5,Essential,-4.129672050757828,-3.776230219974603,-4.06326410688204,-4.355319246127681
133,NUP160,Essential,-2.0348312378553923,-1.6752717666532353,-2.2703918815655824,-2.4685908591842685
134,GABRA6,Non-essential,0.1596130633861138,0.021140056525699228,-0.10204880833929451,0.012577468115183996
135,NKX2-2,Non-essential,-0.09930854554466055,-0.1263884069868194,-0.1640784007002951,-0.26271108673064114
136,VN1R4,Non-essential,0.012589474266686973,-0.06747082622388006,0.018482767126424937,-0.03478039614984793
137,ARL2,Essential,-1.8799471454041994,-1.6246993224052835,-4.1132374104735865,-4.6369784838282655
138,NEDD1,Essential,-2.399095757527375,-2.0684582418567543,-3.4076342369253103,-3.6061591359958363
139,IFNA5,Non-essential,-0.019658934659576,-0.006116825590933631,-0.02852010613504808,0.03519316955978392
140,STPG4,Non-essential,-0.0444424297526201,0.05125916442301961,-0.20417990523458504,-0.16195721906419439
141,EXOSC4,Essential,-0.7507917986970088,-0.5729164774458952,-0.7798049608331358,-0.8865115012014344
142,ATIC,Essential,-0.571849162568009,-0.5129458785993057,-3.7165396607366263,-4.743675373208285
143,CRIPT,Essential,0.02992733188302797,-0.07026056889788242,-0.4324222184807905,-0.5383151055566441
144,RFPL3,Non-essential,0.18876091939705633,0.05607924597280955,0.10861366834989268,0.08492129078024974
145,ILK,Essential,-1.742392023053133,-1.519295109090962,-0.6516377833381966,-0.6582963262306254
146,MRGPRD,Non-essential,0.09289852016768542,0.07792140886369153,-0.038499689455963534,-0.07323020548676945
147,NO_SITE_177,ONE_INTERGENICO_CTL,-1.5715326980589803,-0.9144339628595686,-0.6804605406303301,-1.0655483284895342
148,KCNK10,Non-essential,-0.3114367039438741,-0.2023671095582495,-0.44858103472813976,-0.5571054496877773
149,POTEH,Non-essential,-0.03937520753251074,-0.04991637769955786,-0.15058777996348482,-0.14893466315182177
150,H1-8,Non-essential,0.14805113877867515,0.019112245009228073,-0.02576870123178426,-0.055069105172287455
151,GPR31,Non-essential,0.08093472539901536,-0.010038808063768763,-0.010949355771617056,-0.004842952131304123
152,RPL4,Essential,-3.285383976018833,-2.6461396969048443,-3.7256691842307235,-3.945543814670138
153,USP5,Essential,-2.929683121826204,-2.5084619302694646,-3.7746120255509985,-4.232090119062319
154,NUP58,Essential,-2.079666730813976,-1.7242189138726522,-2.1069210740511464,-2.4660702550686393
155,RNF17,Non-essential,-0.03824031036976619,-0.15112038503930705,-0.038223598136337134,-0.2222665966607727
156,NPFFR1,Non-essential,-0.2782212436371814,-0.2652196403596551,-0.4639051632784832,-0.4631352396084313
157,NDST4,Non-essential,-0.07014234722863487,0.01119470487561814,-0.06913689765737634,-0.11792555443216246
158,MTOR,Essential,-3.1699295352041483,-2.682700775658037,-1.5184728466934856,-1.509650207756121
159,FCF1,Essential,-1.3177863229122768,-1.062135266755927,-1.578311640924251,-1.6049952176181805
160,SLC13A1,Non-essential,-0.057285694084531456,-0.13048286580632626,-0.17029004939929407,-0.03200841592123399
161,NRBP1,Essential,-0.9470695789516858,-0.7869814827912339,-1.1738812683800595,-1.075445526512668
162,GJA10,Non-essential,0.16389200867503495,0.04769173860464601,0.0737458252681681,0.18367534724910364
163,C8B,Non-essential,0.19482208130219433,0.08979688410813239,-0.07211145257546385,0.04034074489174492
164,PPP1R8,Essential,-2.5165665111384974,-2.0713379977864155,-2.2832882731850814,-2.579062861476542
165,MRPS30,Essential,-2.6124925502631644,-2.1773799236146685,-2.362165386384713,-3.1413820133300465
166,DDB1,Essential,-2.4767656261930657,-1.9423345211030716,-1.5550261225997024,-1.783833186100318
167,OR7D4,Non-essential,0.011634567452369666,-0.014821815714863481,0.025848519776429584,0.07684742104384547
168,CLEC6A,Non-essential,0.0941707183974761,-0.07445537560291078,-0.12299512365688435,0.08396586036382671
169,YY1,Essential,-0.9829811248154413,-0.8513923781147917,-1.5822607474941712,-1.8681338405311039
170,CELA3B,Non-essential,0.057373393334492484,0.05125030163234545,-0.09466359104539107,-0.030592142708452487
171,GSX1,Non-essential,-0.15473608735162558,-0.1556994650277185,-0.2328097086035784,-0.3370174730738627
172,PIWIL3,Non-essential,0.14543136573113247,-0.1262466706608322,-0.16005482012825925,-0.3259767307961159
173,RRP9,Essential,-3.4111760607063317,-2.746133030835799,-1.9378069338922386,-2.1958883244739913
174,RPN2,Essential,-1.678109410164968,-1.3679472528702534,-0.6260304652272329,-0.7492535324618927
175,TNPO3,Essential,-1.8714377691047734,-1.3356015382363646,-3.0032216325551966,-3.1000579983284724
176,NO_SITE_813,ONE_INTERGENICO_CTL,1.7859704507589986,0.629801054241895,0.4966337856552693,-0.7998803440736162
177,MRPL12,Essential,-0.8198282530819668,-0.6411234087378922,-0.5700933539930944,-0.6778200497783412
178,GPR101,Non-essential,-0.3399703052951537,-0.24938046809228762,-0.6014469478915563,-0.6437530770428614
179,ONE_INTERGENIC_426,ONE_INTERGENICO_CTL,-0.5887518883563292,0.0822346723448829,-0.0841593003192129,-1.3171474260545557
180,NLRP4,Non-essential,0.035682366296775264,-0.01627470995901305,-0.05885739042009628,-0.09420211511215687
181,DHX35,Essential,-0.2711795518672982,-0.3406173265367784,-1.9513443656936564,-2.2781738964597196
182,RRM2,Essential,-4.28984147796679,-3.852163345522462,-2.3325850259735197,-2.832974279871802
183,AATF,Essential,-1.1495267557685824,-0.861283282051371,-2.8067692805197724,-3.122518113576018
184,NO_SITE_344,ONE_INTERGENICO_CTL,-0.152766542569968,-0.9612944591520663,0.6110661129387908,-0.6911956952218815
185,CDKN2A-DT,Non-essential,0.02231581579863174,-0.0651331868300524,-0.0903809009797526,-0.07794849987318936
186,OR9Q2,Non-essential,0.0008745805951605182,0.10006767270028358,0.03663422087850411,-0.09724706484026684
187,POLR1E,Essential,-1.7269604717185916,-1.4304869699421658,-2.516637037635945,-2.68816967953583
188,NO_SITE_706,ONE_INTERGENICO_CTL,-0.4216694627669888,-0.9274112841011132,-1.0862100579968477,-1.0433183533997117
189,EIF3H,Essential,-2.326462118487799,-1.8075574897894944,-1.8714085197506256,-1.5557908644308125
190,TRIML1,Non-essential,0.2033828969965484,0.16453199739973434,0.11055469567987096,0.10123933939016957
191,ONE_INTERGENIC_590,ONE_INTERGENICO_CTL,-0.9985516453825865,0.3212099559382597,-0.2218433550768669,0.0836945964090883
192,SAGE1,Non-essential,0.11000873100115456,0.020880672339308157,-0.1563850839706516,-0.2597966656281862
193,CCT6A,Essential,-2.7177536591453917,-2.0484074869001545,-2.6813054981744355,-3.114909640173011
194,RFC3,Essential,-3.798629202837763,-3.3859089935061744,-3.942920141426603,-4.260792560204746
195,OR5C1,Non-essential,-0.16354722675548808,-0.09309084105152438,-0.11052840285227516,-0.18828212796047344
196,MRPS25,Essential,-1.4909548474982155,-0.9879036181627219,-1.7323209000449267,-2.2245703164501207
197,KRT33A,Non-essential,-0.0034036344881724083,0.01234016435027626,-0.01592774362059391,-0.00973872647750455
198,RACGAP1,Essential,-2.0095855507286307,-1.7247437123506066,-2.5076727071055407,-2.711141275906141
199,HMX1,Non-essential,-0.2748854318220883,-0.1526679204107083,-0.4611628432136805,-0.5227587781388877
200,MTPAP,Essential,-2.8681564332912117,-2.2655852912710848,-2.05107645349282,-2.363090353782939
201,FOXD4L4,Non-essential,-0.09459107880561096,-0.0005328795452910323,-0.1844166045173217,-0.2741325060660614
202,FAM47A,Non-essential,0.019976165157577008,0.07538767257287726,-0.08865221459178244,-0.24072561807086718
203,NEUROD6,Non-essential,0.14824302515992588,0.13301429630333017,-0.00440496260270167,0.12081167124905252
204,FSCB,Non-essential,0.0670759026132569,0.12386872878028211,0.05616152971470494,0.15356313775128913
205,FNTB,Essential,-1.4329954940356744,-1.0963195440526454,-2.425828787375415,-2.526219555072747
206,TXNL4A,Essential,-2.9553932689102136,-2.405501097804081,-2.223234893151259,-2.431146034749286
207,KRTAP4-7,Non-essential,0.2498920469821393,0.09643010226459178,0.22564519518004011,0.40312742383171357
208,CACNG3,Non-essential,-0.053065571124435225,-0.01115568193848399,-0.1847459578747055,-0.32367719319784494
209,UPF2,Essential,-1.02394249276664,-0.7397379578984395,-1.6109526460079524,-1.616718760319681
210,ERCC3,Essential,-1.0438782478676911,-0.6739829453464202,-1.7736448697873086,-2.0616234003211136
211,BMS1,Essential,-3.5963650149141544,-2.8711623574941982,-2.3597844549181626,-2.5423301811290586
212,OR4D1,Non-essential,-0.01823418562741213,-0.06497227578382712,-0.2528115688469661,-0.20367726543693856
213,SCRT2,Non-essential,-0.3546847841344321,-0.33765640342094394,-0.4977832269464006,-0.6344626374375566
214,FGF3,Non-essential,-0.3535391363277162,-0.26179396185596254,-0.5664751114857097,-0.704044894542261
215,C16orf78,Non-essential,-0.00172443989427807,-0.15108497876078247,-0.17950928582972947,-0.31908316923139085
216,IL36A,Non-essential,0.025174816390430593,0.057485880235602804,0.0009575689473179233,-0.03811860219813132
217,ATP5F1B,Essential,-4.056174404929762,-3.2001580918892043,-2.8922430605465816,-3.0996931725955976
218,TRMT5,Essential,-2.409727663736775,-2.0132647392567256,-4.747679732829326,-5.186793071226036
219,ADGRF2,Non-essential,0.1518504682578805,0.03883724130923649,-0.11818326414089843,-0.081321202633372
220,LUC7L3,Essential,-0.37464057200980033,-0.27837027287146343,-0.6344010004973666,-0.6630529147193521
221,TAAR6,Non-essential,-0.10042027776130528,-0.0127117524680398,-0.06750803032848289,-0.13962370002954427
222,AAMP,Essential,-0.5880709530092968,-0.4045066051580894,-0.8863057257788133,-0.9845710386591248
223,OR10H3,Non-essential,0.19376092833734476,0.18779476770661913,-0.06023756717774571,-0.013713942617821516
224,LRRC10,Non-essential,0.07707617881412791,0.14329549961649737,0.0012901387675172942,-0.009175809558593716
225,ALX3,Non-essential,-0.10618072061952356,-0.07008159116611604,-0.28881311084714023,-0.3786490581645346
226,CDC45,Essential,-1.3454301791010241,-1.070882438361446,-2.612254238577799,-2.7916986113522237
227,SNIP1,Essential,-1.817161948023051,-1.4672978918097397,-2.1017614548467782,-2.292976789848018
228,PFDN2,Essential,-1.2588123607934212,-1.0944137522966544,-1.205360696396514,-1.4062466993166023
229,REXO1L1P,Non-essential,-0.20815839754018942,-0.1843807481823429,-0.358006651044731,-0.32989608658509456
230,CCKAR,Non-essential,0.042779581302864716,0.1941488100939929,-0.15895051168331573,-0.12988937820166183
231,COG3,Essential,-2.257070209346794,-1.7776589551089927,-1.5433493550143829,-1.6286318886149933
232,FBL,Essential,-3.2045363325735785,-2.5766661875630414,-3.486396972152753,-3.6761164398870907
233,FFAR1,Non-essential,-0.08403082945660062,-0.09513346757168831,-0.2611245186335099,-0.32117933480084315
234,SON,Essential,-1.77571571028289,-1.415832293681004,-3.090117321939927,-3.56967436507735
235,TBC1D21,Non-essential,-0.10469137774266701,-0.00868401041128877,-0.10833663987527711,-0.1563641353480134
236,CYP11B2,Non-essential,-0.06156472882734831,-0.06909428706952743,-0.20101695286752636,-0.2131253456443982
237,IARS1,Essential,-2.1491008370787594,-1.775908296845902,-2.5449490114298206,-2.511777739285395
238,UROC1,Non-essential,-0.03125454591319453,-0.04953893620443986,-0.10664048835055044,-0.23519423592901148
239,GRM4,Non-essential,-0.2053173010502783,-0.14315555110368164,-0.3237353021667551,-0.47678657039701
240,VPREB1,Non-essential,-0.010810260315169138,-0.11992190752922688,-0.24225071825602923,-0.35814899473776146
241,SOD1,Essential,-4.055563160334196,-3.6687279734455784,-3.927573073937294,-4.539778329085266
242,LARS2,Essential,-1.2599659260707443,-0.8971412284567395,-1.22533104189601,-1.4257446981557618
243,HAUS3,Essential,-2.2767613744820596,-1.799128918101541,-1.8274798147504918,-1.7991008410519707
244,OR2T4,Non-essential,0.08294111795051531,0.10753770619535373,0.13943289418336993,0.06023584661339296
245,DSPP,Non-essential,0.19075529086767085,0.12392604665898027,0.05874904973902284,0.1906114725543464
246,U2AF1,Essential,-2.1281785705745992,-1.6772083922410115,-1.8594330855183943,-2.235449979916703
247,VN1R2,Non-essential,0.0698730120423805,0.08249483544097538,-0.15768511965695992,-0.31117392155086765
248,HM13,Essential,-0.19317142358044376,-0.12679802388529618,-0.20106059805030832,-0.30068438731874797
249,IFNL2,Non-essential,-0.20561055391985286,-0.18227650218988117,-0.5392364805357799,-0.6249463935569045
250,PRPF6,Essential,-2.0675304571884414,-1.854369786250369,-1.8753022643212425,-2.0416093912007103
251,ONE_INTERGENIC_918,ONE_INTERGENICO_CTL,0.1369004778155109,-0.9306780635110496,0.2330520698132329,-0.8641308427187558
252,ATP6V1D,Essential,-1.0491729176191575,-0.8464631543419143,-1.2779840786966215,-1.3854519041614386
253,OR51D1,Non-essential,0.03756485394644094,-0.01844352691834849,-0.18545938497161063,-0.187666512405855
254,DEFB106A,Non-essential,-0.07449200539122022,0.07891709225176356,-0.027992582870890573,-0.15305954337379218
255,PTCD3,Essential,-2.788715419611681,-2.1405964411384057,-3.431792410346705,-3.854573552418796
256,OR4C11,Non-essential,0.08467296430332859,0.06256626728453282,-0.06973631071661243,0.04852947571310611
257,NOLC1,Essential,-3.3868200513577675,-2.8310686233556357,-0.8381809908917927,-0.8437093982539811
258,DAP3,Essential,-1.0921834951220397,-0.8607439876449687,-1.0837556539832214,-1.2777048837697382
259,TCHHL1,Non-essential,-0.00670254950674063,0.0068183904047480984,-0.02046220497192715,-0.009612204986931418
260,SPATA5,Essential,-1.2143950407447546,-1.0107652915584433,-1.0718267460122533,-1.2319695485049469
261,C8orf17,Non-essential,-0.11266866067801773,-0.0742455447138202,-0.17131742971927888,-0.2099506170346367
262,CDK12,Essential,-2.8070568468245387,-2.4676500964653534,-5.779009957192068,-6.310265139629572
263,PPP3R2,Non-essential,-0.19169722003427014,-0.23863017762846658,-0.46913629245100524,-0.4985991846884226
264,ZSWIM2,Non-essential,-0.007464240659583009,-0.10842812045381836,-0.02713809960947767,-0.12033583762876288
265,GART,Essential,-0.3885333113149254,-0.1880338482181382,-2.024795852342692,-2.5729336115534975
